instance_id,stakeholder,chosen,utility,runner_up,margin,U_SHAP,U_LIME,U_Counterfactual,U_Rules
6153,auditor,SHAP,0.7966742488300323,LIME,0.1333333333333333,0.7966742488300323,0.663340915496699,0.5651907018816102,0.652500650572296
6153,model_centric,SHAP,0.9958428110375404,LIME,0.0,0.9958428110375404,0.9958428110375404,0.7759328217964572,0.8364591465487033
6334,doctor,SHAP,0.5704036965824151,LIME,0.1649174944351351,0.5704036965824151,0.40548620214728,0.31505645635593477,0.39999999999999997
6334,patient,Rules,0.6777777777777777,Counterfactual,0.20536555702825537,0.33789462764521605,0.3619281400826839,0.4724122207495223,0.6777777777777777
6334,auditor,SHAP,0.7754653904043847,LIME,0.38364359360292305,0.7754653904043847,0.3918217968014616,-0.011764842916092894,-0.00555555555555555
6334,model_centric,SHAP,0.9693317380054809,LIME,0.31288782533698734,0.9693317380054809,0.6564439126684936,0.06862727968821719,0.0
11418,doctor,Counterfactual,0.8087875659868384,Rules,0.061823411992749544,0.7021864776575767,0.6144155774689444,0.8087875659868384,0.7469641539940889
11418,patient,Counterfactual,0.7918180775511684,Rules,0.011718915108694383,0.5095271921936254,0.43761300654825513,0.7918180775511684,0.780099162442474
11418,auditor,SHAP,0.7906919366218683,Rules,0.047467421091742956,0.7906919366218683,0.6505619059607886,0.7234335092982359,0.7432245155301254
11418,model_centric,SHAP,0.9883649207773353,LIME,0.008495871659683019,0.9883649207773353,0.9798690491176523,0.9737363310672393,0.9429195333015455
2692,doctor,SHAP,0.6741495514067622,LIME,0.050795902207452115,0.6741495514067622,0.6233536491993101,0.16102599728968112,0.47068080398979084
2692,patient,Counterfactual,0.6758975546521159,Rules,0.20255950887774116,0.425613844425157,0.38224459345452966,0.6758975546521159,0.4733380457743747
2692,auditor,SHAP,0.8,LIME,0.1333333333333333,0.8,0.6666666666666667,0.07602525964738668,0.41159325508388683
2692,model_centric,SHAP,1.0,LIME,0.0,1.0,1.0,0.16447601900367775,0.5422693466326363
11234,doctor,SHAP,0.5104498377412017,Rules,0.1104498377412017,0.5104498377412017,0.390155694821943,0.35,0.39999999999999997
11234,patient,Rules,0.6777777777777777,Counterfactual,0.29076169653602385,0.3358082083277935,0.30955255608505217,0.38701608124175385,0.6777777777777777
11234,auditor,SHAP,0.6419560625391341,LIME,0.29664853690605253,0.6419560625391341,0.34530752563308154,-0.0611111111111111,-0.00555555555555555
11234,model_centric,SHAP,0.8024450781739176,LIME,0.2041440044658991,0.8024450781739176,0.5983010737080185,0.0,0.0
11610,doctor,SHAP,0.6971956264717565,Counterfactual,0.02151694858153741,0.6971956264717565,0.5991350421513114,0.6756786778902191,0.11666666666666667
11610,patient,Counterfactual,0.5229988225718442,SHAP,0.061895507663597416,0.46110331490824674,0.4143172945772932,0.5229988225718442,0.31666666666666665
11610,auditor,SHAP,0.8,LIME,0.19103107766437621,0.8,0.6089689223356238,0.5006390838644706,6.938893903907228e-18
11610,model_centric,SHAP,1.0,LIME,0.07212218041380358,1.0,0.9278778195861964,0.7021877437194772,0.0
16805,doctor,SHAP,0.5585739318575197,LIME,0.10683534408531475,0.5585739318575197,0.45173858777220494,0.4310617422034239,0.11666666666666667
16805,patient,Counterfactual,0.4420575299152861,LIME,0.06652775963286522,0.349806386121049,0.37552977028242085,0.4420575299152861,0.31666666666666665
16805,auditor,SHAP,0.7193185211057487,LIME,0.25736468512183486,0.7193185211057487,0.4619538359839138,0.07782923339962997,6.938893903907228e-18
16805,model_centric,SHAP,0.8991481513821857,LIME,0.15503918973562691,0.8991481513821857,0.7441089616465588,0.17367543063842633,0.0
6873,doctor,SHAP,0.5942513650194062,LIME,0.13727810166892185,0.5942513650194062,0.4569732633504844,0.40668646196027913,0.11666666666666667
6873,patient,Counterfactual,0.5252288053060125,LIME,0.164596460641034,0.3456540389783853,0.36063234466497845,0.5252288053060125,0.31666666666666665
6873,auditor,SHAP,0.8,LIME,0.355250290916704,0.8,0.44474970908329603,0.03931753236303456,6.938893903907228e-18
6873,model_centric,SHAP,1.0,LIME,0.27739619697921336,1.0,0.7226038030207866,0.12553580434268208,0.0
10844,doctor,Counterfactual,0.8166666666666667,Rules,0.0877395138724143,0.6850921814502953,0.578427820398745,0.8166666666666667,0.7289271527942524
10844,patient,Counterfactual,0.7944444444444444,Rules,0.11535761573524916,0.4897589522725784,0.3487200370295992,0.7944444444444444,0.6790868287091952
10844,auditor,SHAP,0.7523427279816813,Rules,0.006013291876011517,0.7523427279816813,0.6335905068397213,0.7444444444444445,0.7463294361056698
10844,model_centric,Counterfactual,1.0,LIME,0.041345199783681785,0.9404284099771016,0.9586548002163182,1.0,0.9468006840209761
5128,doctor,SHAP,0.47820203382454385,Rules,0.07820203382454388,0.47820203382454385,0.3759634512141276,0.35,0.39999999999999997
5128,patient,Rules,0.6777777777777777,Counterfactual,0.1972778125768968,0.3380913592738279,0.32489290305040547,0.4804999652008809,0.6777777777777777
5128,auditor,SHAP,0.6122538918551511,LIME,0.34778866638942557,0.6122538918551511,0.26446522546572554,-0.0611111111111111,-0.00555555555555555
5128,model_centric,SHAP,0.7653173648189389,LIME,0.26806916632011535,0.7653173648189389,0.4972481984988235,0.0,0.0
2719,doctor,Counterfactual,0.6450215785122845,SHAP,0.062744199950586,0.5822773785616985,0.3101492732222136,0.6450215785122845,0.11666666666666667
2719,patient,Counterfactual,0.6515039470339868,SHAP,0.19286742730482576,0.4586365197291611,0.3463682083621477,0.6515039470339868,0.31666666666666665
2719,auditor,Counterfactual,0.7333333333333334,SHAP,0.06666666666666665,0.6666666666666667,0.2666666666666667,0.7333333333333334,6.938893903907228e-18
2719,model_centric,Counterfactual,1.0,SHAP,0.16666666666666663,0.8333333333333334,0.5,1.0,0.0
10160,doctor,SHAP,0.524142772761734,LIME,0.12762826963291019,0.524142772761734,0.39651450312882386,0.35,0.11666666666666667
10160,patient,SHAP,0.39759091670781077,Counterfactual,0.019771417266678193,0.39759091670781077,0.3705229938880404,0.3778194994411326,0.31666666666666665
10160,auditor,SHAP,0.6414468148617744,LIME,0.29188651847155894,0.6414468148617744,0.3495602963902154,-0.0611111111111111,6.938893903907228e-18
10160,model_centric,SHAP,0.8018085185772179,LIME,0.1981914814227821,0.8018085185772179,0.6036170371544358,0.0,0.0
12266,doctor,Rules,0.85,SHAP,0.20731693067092316,0.6426830693290768,0.4512626061931514,0.4821400714862235,0.85
12266,patient,Rules,0.8277777777777777,Counterfactual,0.12227489308076844,0.37482909992982105,0.3346907511924999,0.7055028846970093,0.8277777777777777
12266,auditor,Rules,0.7944444444444445,SHAP,0.032247637400221185,0.7621968070442233,0.49512659025704336,0.5386782054547039,0.7944444444444445
12266,model_centric,Rules,1.0,SHAP,0.04725399119472096,0.952746008805279,0.7855749044879707,0.7497366457072687,1.0
4612,doctor,Rules,0.506988800050144,SHAP,0.002624713601929063,0.504364086448215,0.3118119549561165,0.35,0.506988800050144
4612,patient,Rules,0.4801073777944925,Counterfactual,0.09260963184632337,0.3666968446817528,0.36299217297934877,0.3874977459481691,0.4801073777944925
4612,auditor,SHAP,0.6473979789500854,Rules,0.10250877650208101,0.6473979789500854,0.1163154215015503,-0.0611111111111111,0.5448892024480044
4612,model_centric,SHAP,0.8092474736876067,Rules,0.11424708173871245,0.8092474736876067,0.3120609435436045,0.0,0.6950003919488943
7331,doctor,Rules,0.5015581026230768,SHAP,0.013087749856558362,0.4884703527665184,0.42173765622557113,0.48703608638951884,0.5015581026230768
7331,patient,Rules,0.7116304786521367,Counterfactual,0.21245240262791365,0.3587628821044633,0.33974573615509607,0.49917807602422304,0.7116304786521367
7331,auditor,SHAP,0.6161762004521645,LIME,0.16956061325995664,0.6161762004521645,0.44661558719220784,0.4323902435925744,0.19942576737514056
7331,model_centric,SHAP,0.7702202505652055,LIME,0.045284099908279085,0.7702202505652055,0.7249361506569264,0.6238211378240512,0.2562266536633701
4324,doctor,SHAP,0.41406977407431944,Counterfactual,0.06406977407431946,0.41406977407431944,0.1764960462042538,0.35,0.11666666666666667
4324,patient,Counterfactual,0.3870523198555312,SHAP,0.008351655939810576,0.3787006639157206,0.2629408251392489,0.3870523198555312,0.31666666666666665
4324,auditor,SHAP,0.4,Rules,0.4,0.4,-0.13333333333333333,-0.0611111111111111,6.938893903907228e-18
4324,model_centric,SHAP,0.5,LIME,0.5,0.5,0.0,0.0,0.0
18736,doctor,SHAP,0.5763185006968219,LIME,0.10930451053308415,0.5763185006968219,0.46701399016373774,0.4606386620270191,0.11666666666666667
18736,patient,Counterfactual,0.45069469182477756,SHAP,0.07511940661487893,0.37557528520989863,0.36588839264990086,0.45069469182477756,0.31666666666666665
18736,auditor,SHAP,0.7258872881972065,LIME,0.24833929328791554,0.7258872881972065,0.47754799490929095,0.1267629236021655,6.938893903907228e-18
18736,model_centric,SHAP,0.9073591102465082,LIME,0.14375744994322792,0.9073591102465082,0.7636016603032802,0.23484254339159574,0.0
20059,doctor,Rules,0.8333333333333333,Counterfactual,0.2426651115238475,0.5134988788563626,0.48383870023910297,0.5906682218094857,0.8333333333333333
20059,patient,Counterfactual,0.7354903268768676,Rules,0.04660143798797867,0.43024843185791806,0.46952649735149776,0.7354903268768676,0.6888888888888889
20059,auditor,Rules,0.788888888888889,SHAP,0.11080885166260435,0.6780800372262846,0.5240352087043685,0.6216970800469838,0.788888888888889
20059,model_centric,Rules,1.0,Counterfactual,0.14648976105238143,0.8476000465328557,0.8217106775471272,0.8535102389476186,1.0
7991,doctor,Counterfactual,0.8166666666666667,Rules,0.04790043412433176,0.715182468789334,0.5899592254392746,0.8166666666666667,0.7687662325423349
7991,patient,Counterfactual,0.7944444444444444,Rules,0.007077922485888344,0.5090145901023148,0.34655161417294567,0.7944444444444444,0.787366521958556
7991,auditor,Rules,0.7827994211675577,SHAP,0.003876015295584123,0.7789234058719736,0.6355460821103037,0.7444444444444445,0.7827994211675577
7991,model_centric,Counterfactual,1.0,Rules,0.00761183465166404,0.9736542573399669,0.9610992693045464,1.0,0.992388165348336
17974,doctor,SHAP,0.706452812919649,LIME,0.16322357976719037,0.706452812919649,0.5432292331524586,0.08333333333333333,0.11666666666666667
17974,patient,LIME,0.38557184655430315,SHAP,0.04118340790698327,0.3443884386473199,0.38557184655430315,0.2833333333333333,0.31666666666666665
17974,auditor,SHAP,0.7867580344639032,LIME,0.25952921207861246,0.7867580344639032,0.5272288223852908,-0.04999999999999999,6.938893903907228e-18
17974,model_centric,SHAP,0.983447543079879,LIME,0.15774484843159886,0.983447543079879,0.8257026946482802,0.0,0.0
20526,doctor,Counterfactual,0.8166666666666667,Rules,0.10458596643816986,0.6214807419032382,0.5897100226442813,0.8166666666666667,0.7120807002284968
20526,patient,Counterfactual,0.7944444444444444,Rules,0.12097309992383432,0.46300755317579495,0.4218489368713522,0.7944444444444444,0.6734713445206101
20526,auditor,Counterfactual,0.7444444444444445,Rules,0.02619713361691267,0.7162573308259602,0.6126225888871074,0.7444444444444445,0.7182473108275318
20526,model_centric,Counterfactual,1.0,LIME,0.06755509722444908,0.8953216635324501,0.9324449027755509,1.0,0.9116980274233035
8635,doctor,SHAP,0.560545518864366,LIME,0.16689129869196284,0.560545518864366,0.39365422017240315,0.21910212642104057,0.28688576777827846
8635,patient,Rules,0.6400730337038706,Counterfactual,0.033333333333333326,0.2951213494926347,0.34248526061838014,0.6067397003705373,0.6400730337038706
8635,auditor,SHAP,0.7916243002013359,LIME,0.4068495770416448,0.7916243002013359,0.3847747231596911,-0.054024790001935656,-0.004024790001935661
8635,model_centric,SHAP,0.9895303752516698,LIME,0.3418953046353893,0.9895303752516698,0.6476350706162805,0.008857901386469306,0.008857901386469306
9185,doctor,Rules,0.85,Counterfactual,0.20378704132782843,0.5739534784551978,0.5904272692956799,0.6462129586721715,0.85
9185,patient,Rules,0.8277777777777777,Counterfactual,0.37571329496493977,0.3390926945343959,0.3959335672320255,0.45206448281283795,0.8277777777777777
9185,auditor,Rules,0.7944444444444445,SHAP,0.07370596875777446,0.72073847568667,0.6415604505473701,0.5338395004517843,0.7944444444444445
9185,model_centric,Rules,1.0,LIME,0.03138277014912083,0.9009230946083375,0.9686172298508792,0.7436882644536192,1.0
10665,doctor,SHAP,0.6496630357000368,Counterfactual,0.14775858694725774,0.6496630357000368,0.4929545270023956,0.5019044487527791,0.11666666666666667
10665,patient,Counterfactual,0.5258630862645681,SHAP,0.08717814374592436,0.43868494251864376,0.4075136003245534,0.5258630862645681,0.31666666666666665
10665,auditor,SHAP,0.78023550736371,LIME,0.27843369291476716,0.78023550736371,0.5018018144489428,0.3908257286145348,6.938893903907228e-18
10665,model_centric,SHAP,0.9752943842046374,LIME,0.1813754494767923,0.9752943842046374,0.7939189347278451,0.5718654941015018,0.0
15830,doctor,SHAP,0.4604721812362924,LIME,0.04853892787808556,0.4604721812362924,0.41193325335820685,0.36666666666666664,0.39999999999999997
15830,patient,Rules,0.6777777777777777,Counterfactual,0.033333333333333326,0.38306991148150293,0.34631501616785154,0.6444444444444444,0.6777777777777777
15830,auditor,SHAP,0.5358500982423655,LIME,0.14968984328167428,0.5358500982423655,0.38616025496069123,-0.055555555555555546,-0.00555555555555555
15830,model_centric,SHAP,0.6698126228029568,LIME,0.020445637435426156,0.6698126228029568,0.6493669853675307,0.0,0.0
5795,doctor,SHAP,0.7155276253626875,LIME,0.15282639566459089,0.7155276253626875,0.5627012296980967,0.07384245452243646,0.45557552360828624
5795,patient,Counterfactual,0.646836373729701,Rules,0.017200088082494513,0.5124979770641998,0.48158922208656335,0.646836373729701,0.6296362856472065
5795,auditor,SHAP,0.7637299268754003,LIME,0.14700423076765923,0.7637299268754003,0.6167256961077411,-0.04283301922992713,0.5793101130776654
5795,model_centric,SHAP,0.9546624085942503,LIME,0.017088621792907377,0.9546624085942503,0.937573786801343,0.015903170407035514,0.7449709746804151
20752,doctor,LIME,0.6313844250669498,SHAP,0.13565880700603372,0.4957256180609161,0.6313844250669498,0.08333333333333333,0.36622829140842067
20752,patient,LIME,0.45255798065776054,SHAP,0.04706524591081873,0.4054927347469418,0.45255798065776054,0.2833333333333333,0.3665205415805846
20752,auditor,LIME,0.6474234591983307,SHAP,0.04763600494933873,0.5997874542489919,0.6474234591983307,-0.04999999999999999,0.549415499655672
20752,model_centric,LIME,0.97594599066458,SHAP,0.2262116728533401,0.7497343178112399,0.97594599066458,0.0,0.6937138190140345
2106,doctor,Counterfactual,0.65,SHAP,0.06532648088100712,0.5846735191189929,0.5694649363340469,0.65,0.1
2106,patient,Counterfactual,0.449322766472693,SHAP,0.019878136761270482,0.4294446297114225,0.3786332232725599,0.449322766472693,0.27777777777777773
2106,auditor,SHAP,0.7577981357894563,LIME,0.11223240122806144,0.7577981357894563,0.6455657345613949,0.538888888888889,-0.00555555555555555
2106,model_centric,LIME,0.9736238348684103,SHAP,0.026376165131589913,0.9472476697368204,0.9736238348684103,0.75,0.0
6718,doctor,SHAP,0.5308570812513647,LIME,0.10810674973943957,0.5308570812513647,0.4227503315119251,0.35,0.39999999999999997
6718,patient,Rules,0.6777777777777777,Counterfactual,0.19315137987372183,0.33276029069650526,0.3438994160920791,0.4846263979040559,0.6777777777777777
6718,auditor,SHAP,0.6666666666666667,LIME,0.2666666666666667,0.6666666666666667,0.4,-0.0611111111111111,-0.00555555555555555
6718,model_centric,SHAP,0.8333333333333333,LIME,0.16666666666666663,0.8333333333333333,0.6666666666666666,0.0,0.0
17525,doctor,Rules,0.85,Counterfactual,0.18409147203328124,0.5691906476542298,0.5898078003654373,0.6659085279667187,0.85
17525,patient,Rules,0.8277777777777777,Counterfactual,0.17504076790854617,0.3579118796094918,0.3780579003835662,0.6527370098692316,0.8277777777777777
17525,auditor,Rules,0.7944444444444445,SHAP,0.06672153121629698,0.7277229132281475,0.6602719658437194,0.7205439316874389,0.7944444444444445
17525,model_centric,Rules,1.0,LIME,0.007993376028684107,0.9096536415351844,0.9920066239713159,0.9840132479426318,1.0
8400,doctor,SHAP,0.6757682112160524,LIME,0.1068139434020895,0.6757682112160524,0.5689542678139629,0.08333333333333333,0.2525703151744464
8400,patient,SHAP,0.4247423672164374,Rules,0.026410848016874433,0.4247423672164374,0.3598179084228932,0.2833333333333333,0.39833151919956294
8400,auditor,SHAP,0.7672300869401304,LIME,0.15256723599619848,0.7672300869401304,0.6146628509439319,-0.04999999999999999,0.06137696364470976
8400,model_centric,SHAP,0.9590376086751629,LIME,0.02404237832858136,0.9590376086751629,0.9349952303465815,0.0,0.09755453788922051
10132,doctor,Counterfactual,0.7406979784142363,SHAP,0.018529063904040854,0.7221689145101955,0.5823710820564663,0.7406979784142363,0.6799073184445898
10132,patient,Counterfactual,0.6376423116559687,Rules,0.07056209439666106,0.5046752719564326,0.37750453872967565,0.6376423116559687,0.5670802172593077
10132,auditor,SHAP,0.7999486338410747,Rules,0.02236664071879868,0.7999486338410747,0.5379631384961308,0.6222016287534027,0.777581993122276
10132,model_centric,SHAP,0.9999357923013434,Rules,0.00018052312072058818,0.9999357923013434,0.8391205897868301,0.8541409248306422,0.9997552691806229
5724,doctor,SHAP,0.47596068552001697,LIME,0.061111587555548075,0.47596068552001697,0.4148490979644689,0.35,0.39999999999999997
5724,patient,Rules,0.6777777777777777,Counterfactual,0.2949423058371349,0.37635329620589025,0.35581667926802163,0.3828354719406428,0.6777777777777777
5724,auditor,SHAP,0.5234595317896424,LIME,0.1359644358387581,0.5234595317896424,0.3874950959508843,-0.0611111111111111,-0.00555555555555555
5724,model_centric,SHAP,0.654324414737053,LIME,0.0032888781317810256,0.654324414737053,0.651035536605272,0.0,0.0
380,doctor,SHAP,0.46314824023242007,Rules,0.0631482402324201,0.46314824023242007,0.3775039056928987,0.08333333333333333,0.39999999999999997
380,patient,Rules,0.6777777777777777,SHAP,0.2691064004578713,0.4086713773199064,0.3507092691577037,0.2833333333333333,0.6777777777777777
380,auditor,SHAP,0.6390544735032476,LIME,0.2942788598300858,0.6390544735032476,0.34477561367316184,-0.04999999999999999,-0.00555555555555555
380,model_centric,SHAP,0.7988180918790595,LIME,0.2011819081209406,0.7988180918790595,0.5976361837581189,0.0,0.0
7749,doctor,SHAP,0.5904098723576218,LIME,0.11497531465842614,0.5904098723576218,0.4754345576991956,0.08333333333333333,0.11666666666666667
7749,patient,SHAP,0.39466710381563785,LIME,0.01641286943623471,0.39466710381563785,0.37825423437940314,0.2833333333333333,0.31666666666666665
7749,auditor,SHAP,0.7704496761730664,LIME,0.28183851017570094,0.7704496761730664,0.4886111659973654,-0.04999999999999999,6.938893903907228e-18
7749,model_centric,SHAP,0.9630620952163329,LIME,0.18563147105295952,0.9630620952163329,0.7774306241633734,0.0,0.0
